k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision-Made Accuracy,Overall Accuracy,
14,0.960,Human,16-23,1677,198,1,1876,0.894,0.894,
14,0.960,Human,23-5,2142,182,1474,3798,0.922,0.564,
14,0.960,Wild Turkey,16-23,1,45,0,46,0.022,0.022,
14,0.960,Wild Turkey,23-5,0,39,39,78,0.000,0.000,
14,0.960,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
14,0.960,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
14,0.960,Seagull,16-23,0,0,0,0,NaN,NaN,
14,0.960,Seagull,23-5,3,64,0,67,0.045,0.045,
14,0.960,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
14,0.960,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
14,0.960,Pigeon,16-23,22,218,0,240,0.092,0.092,
14,0.960,Pigeon,23-5,66,223,194,483,0.228,0.137,
14,0.960,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
14,0.960,Pacific Ocean Water,23-5,0,49,46,95,0.000,0.000,
14,0.960,Cat,16-23,16,37,0,53,0.302,0.302,
14,0.960,Cat,23-5,16,47,38,101,0.254,0.158,
14,0.960,Horse,16-23,5,41,0,46,0.109,0.109,
14,0.960,Horse,23-5,20,67,44,131,0.230,0.153,
14,0.960,orangutan,16-23,0,1,0,1,0.000,0.000,
14,0.960,orangutan,23-5,0,1,1,2,0.000,0.000,
14,0.960,Bat,16-23,36,1,0,37,0.973,0.973,
14,0.960,Bat,23-5,37,1,37,75,0.974,0.493,
14,0.960,Deer,16-23,11,10,0,21,0.524,0.524,
14,0.960,Deer,23-5,16,6,21,43,0.727,0.372,
14,0.960,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
14,0.960,Great Horned Owl,23-5,0,7,3,10,0.000,0.000,
14,0.960,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
14,0.960,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
14,0.960,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
14,0.960,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
14,0.960,Human UTI,16-23,76,63,0,139,0.547,0.547,
14,0.960,Human UTI,23-5,97,43,139,279,0.693,0.348,
14,0.960,unknown,16-23,0,11,0,11,0.000,0.000,
14,0.960,unknown,23-5,0,11,11,22,0.000,0.000,
14,0.960,SLO Creek Water,16-23,0,852,24,876,0.000,0.000,
14,0.960,SLO Creek Water,23-5,0,1328,803,2131,0.000,0.000,
14,0.960,Pig/Swine,16-23,4,22,0,26,0.154,0.154,
14,0.960,Pig/Swine,23-5,8,17,24,49,0.320,0.163,
14,0.960,Klebsiella,16-23,0,0,0,0,NaN,NaN,
14,0.960,Klebsiella,23-5,0,0,0,0,NaN,NaN,
14,0.960,Hu Cw and Dg,16-23,20,10,0,30,0.667,0.667,
14,0.960,Hu Cw and Dg,23-5,14,16,30,60,0.467,0.233,
14,0.960,Ground Squirrel,16-23,75,98,1,174,0.434,0.431,
14,0.960,Ground Squirrel,23-5,79,98,141,318,0.446,0.248,
14,0.960,Opossum,16-23,0,6,0,6,0.000,0.000,
14,0.960,Opossum,23-5,0,6,6,12,0.000,0.000,
14,0.960,Cow,16-23,1543,244,2,1789,0.863,0.862,
14,0.960,Cow,23-5,1500,278,1712,3490,0.844,0.430,
14,0.960,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
14,0.960,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
14,0.960,OVERALL,16-23,3686,2630,32,6348,0.584,0.581,
14,0.960,OVERALL,23-5,4262,3315,5659,13236,0.562,0.322,
14,0.970,Chicken,16-23,0,40,0,40,0.000,0.000,
14,0.970,Chicken,23-5,5,37,40,82,0.119,0.061,
14,0.970,Sea Lion,16-23,0,2,0,2,0.000,0.000,
14,0.970,Sea Lion,23-5,0,4,2,6,0.000,0.000,
14,0.970,Hu and Cw,16-23,21,9,0,30,0.700,0.700,
14,0.970,Hu and Cw,23-5,14,16,30,60,0.467,0.233,
14,0.970,Sheep,16-23,45,59,0,104,0.433,0.433,
14,0.970,Sheep,23-5,54,43,95,192,0.557,0.281,
14,0.970,Hu and Dg,16-23,22,10,0,32,0.688,0.688,
14,0.970,Hu and Dg,23-5,19,11,30,60,0.633,0.317,
14,0.970,Common Loon,16-23,0,2,0,2,0.000,0.000,
14,0.970,Common Loon,23-5,0,2,2,4,0.000,0.000,
14,0.970,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
14,0.970,Red-Winged Blackbird,23-5,0,2,2,4,0.000,0.000,
14,0.970,Cw,16-23,17,13,0,30,0.567,0.567,
14,0.970,Cw,23-5,22,8,30,60,0.733,0.367,
14,0.970,Cliff Sparrow,16-23,0,28,0,28,0.000,0.000,
14,0.970,Cliff Sparrow,23-5,0,29,27,56,0.000,0.000,
14,0.970,Pig,16-23,4,33,0,37,0.108,0.108,
14,0.970,Pig,23-5,1,33,34,68,0.029,0.015,
14,0.970,Barn Owl,16-23,0,0,0,0,NaN,NaN,
14,0.970,Barn Owl,23-5,0,2,0,2,0.000,0.000,
14,0.970,Wild Pig,16-23,1,16,0,17,0.059,0.059,
14,0.970,Wild Pig,23-5,0,10,8,18,0.000,0.000,
14,0.970,Pennington Creek Water,16-23,0,340,5,345,0.000,0.000,
14,0.970,Pennington Creek Water,23-5,0,435,347,782,0.000,0.000,
14,0.970,Guinni,16-23,0,0,0,0,NaN,NaN,
14,0.970,Guinni,23-5,0,2,0,2,0.000,0.000,
14,0.970,Racoon,16-23,0,2,0,2,0.000,0.000,
14,0.970,Racoon,23-5,0,3,2,5,0.000,0.000,
14,0.970,Hu,16-23,23,6,0,29,0.793,0.793,
14,0.970,Hu,23-5,19,12,29,60,0.613,0.317,
14,0.970,Cw and Dg,16-23,9,21,0,30,0.300,0.300,
14,0.970,Cw and Dg,23-5,19,11,30,60,0.633,0.317,
14,0.970,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
14,0.970,Red Wind Blackbird,23-5,0,2,2,4,0.000,0.000,
14,0.970,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
14,0.970,Tree Swallow,23-5,0,2,2,4,0.000,0.000,
14,0.970,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
14,0.970,Turkey Vulture,23-5,0,3,2,5,0.000,0.000,
14,0.970,Dg,16-23,7,23,0,30,0.233,0.233,
14,0.970,Dg,23-5,27,3,30,60,0.900,0.450,
14,0.970,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
14,0.970,Western Kingbird,23-5,0,2,2,4,0.000,0.000,
14,0.970,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
14,0.970,White Crowned Sparrow,23-5,0,15,15,30,0.000,0.000,
14,0.970,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
14,0.970,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
14,0.970,cougar,16-23,0,1,0,1,0.000,0.000,
14,0.970,cougar,23-5,0,1,1,2,0.000,0.000,
14,0.970,Ocean Water,16-23,0,0,0,0,NaN,NaN,
14,0.970,Ocean Water,23-5,0,10,0,10,0.000,0.000,
14,0.970,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
14,0.970,Red Tailed Hawk,23-5,0,3,2,5,0.000,0.000,
14,0.970,Dog,16-23,53,85,0,138,0.384,0.384,
14,0.970,Dog,23-5,86,103,138,327,0.455,0.263,
14,0.970,Human,16-23,1676,199,1,1876,0.894,0.893,
14,0.970,Human,23-5,2142,177,1479,3798,0.924,0.564,
14,0.970,Wild Turkey,16-23,1,45,0,46,0.022,0.022,
14,0.970,Wild Turkey,23-5,2,37,39,78,0.051,0.026,
14,0.970,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
14,0.970,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
14,0.970,Seagull,16-23,0,0,0,0,NaN,NaN,
14,0.970,Seagull,23-5,3,64,0,67,0.045,0.045,
14,0.970,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
14,0.970,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
14,0.970,Pigeon,16-23,21,217,2,240,0.088,0.088,
14,0.970,Pigeon,23-5,66,223,194,483,0.228,0.137,
14,0.970,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
14,0.970,Pacific Ocean Water,23-5,0,49,46,95,0.000,0.000,
14,0.970,Cat,16-23,16,37,0,53,0.302,0.302,
14,0.970,Cat,23-5,16,47,38,101,0.254,0.158,
14,0.970,Horse,16-23,5,41,0,46,0.109,0.109,
14,0.970,Horse,23-5,20,67,44,131,0.230,0.153,
14,0.970,orangutan,16-23,0,1,0,1,0.000,0.000,
14,0.970,orangutan,23-5,0,1,1,2,0.000,0.000,
14,0.970,Bat,16-23,36,1,0,37,0.973,0.973,
14,0.970,Bat,23-5,37,1,37,75,0.974,0.493,
14,0.970,Deer,16-23,11,10,0,21,0.524,0.524,
14,0.970,Deer,23-5,16,6,21,43,0.727,0.372,
14,0.970,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
14,0.970,Great Horned Owl,23-5,0,7,3,10,0.000,0.000,
14,0.970,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
14,0.970,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
14,0.970,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
14,0.970,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
14,0.970,Human UTI,16-23,76,63,0,139,0.547,0.547,
14,0.970,Human UTI,23-5,96,42,141,279,0.696,0.344,
14,0.970,unknown,16-23,0,11,0,11,0.000,0.000,
14,0.970,unknown,23-5,0,11,11,22,0.000,0.000,
14,0.970,SLO Creek Water,16-23,0,852,24,876,0.000,0.000,
14,0.970,SLO Creek Water,23-5,0,1328,803,2131,0.000,0.000,
14,0.970,Pig/Swine,16-23,4,22,0,26,0.154,0.154,
14,0.970,Pig/Swine,23-5,7,17,25,49,0.292,0.143,
14,0.970,Klebsiella,16-23,0,0,0,0,NaN,NaN,
14,0.970,Klebsiella,23-5,0,0,0,0,NaN,NaN,
14,0.970,Hu Cw and Dg,16-23,20,10,0,30,0.667,0.667,
14,0.970,Hu Cw and Dg,23-5,14,16,30,60,0.467,0.233,
14,0.970,Ground Squirrel,16-23,75,97,2,174,0.436,0.431,
14,0.970,Ground Squirrel,23-5,79,98,141,318,0.446,0.248,
14,0.970,Opossum,16-23,0,6,0,6,0.000,0.000,
14,0.970,Opossum,23-5,0,6,6,12,0.000,0.000,
14,0.970,Cow,16-23,1537,244,8,1789,0.863,0.859,
14,0.970,Cow,23-5,1497,278,1715,3490,0.843,0.429,
14,0.970,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
14,0.970,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
14,0.970,OVERALL,16-23,3680,2626,42,6348,0.584,0.580,
14,0.970,OVERALL,23-5,4261,3295,5680,13236,0.564,0.322,
14,0.980,Chicken,16-23,0,40,0,40,0.000,0.000,
14,0.980,Chicken,23-5,6,36,40,82,0.143,0.073,
14,0.980,Sea Lion,16-23,0,2,0,2,0.000,0.000,
14,0.980,Sea Lion,23-5,0,4,2,6,0.000,0.000,
14,0.980,Hu and Cw,16-23,20,9,1,30,0.690,0.667,
14,0.980,Hu and Cw,23-5,14,16,30,60,0.467,0.233,
14,0.980,Sheep,16-23,48,56,0,104,0.462,0.462,
14,0.980,Sheep,23-5,53,43,96,192,0.552,0.276,
14,0.980,Hu and Dg,16-23,22,10,0,32,0.688,0.688,
14,0.980,Hu and Dg,23-5,19,11,30,60,0.633,0.317,
14,0.980,Common Loon,16-23,0,2,0,2,0.000,0.000,
14,0.980,Common Loon,23-5,0,2,2,4,0.000,0.000,
14,0.980,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
14,0.980,Red-Winged Blackbird,23-5,0,2,2,4,0.000,0.000,
14,0.980,Cw,16-23,17,13,0,30,0.567,0.567,
14,0.980,Cw,23-5,22,8,30,60,0.733,0.367,
14,0.980,Cliff Sparrow,16-23,0,28,0,28,0.000,0.000,
14,0.980,Cliff Sparrow,23-5,0,29,27,56,0.000,0.000,
14,0.980,Pig,16-23,4,33,0,37,0.108,0.108,
14,0.980,Pig,23-5,1,33,34,68,0.029,0.015,
14,0.980,Barn Owl,16-23,0,0,0,0,NaN,NaN,
14,0.980,Barn Owl,23-5,0,2,0,2,0.000,0.000,
14,0.980,Wild Pig,16-23,1,15,1,17,0.063,0.059,
14,0.980,Wild Pig,23-5,0,10,8,18,0.000,0.000,
14,0.980,Pennington Creek Water,16-23,0,333,12,345,0.000,0.000,
14,0.980,Pennington Creek Water,23-5,0,429,353,782,0.000,0.000,
14,0.980,Guinni,16-23,0,0,0,0,NaN,NaN,
14,0.980,Guinni,23-5,0,2,0,2,0.000,0.000,
14,0.980,Racoon,16-23,0,2,0,2,0.000,0.000,
14,0.980,Racoon,23-5,0,3,2,5,0.000,0.000,
14,0.980,Hu,16-23,23,6,0,29,0.793,0.793,
14,0.980,Hu,23-5,19,12,29,60,0.613,0.317,
14,0.980,Cw and Dg,16-23,9,21,0,30,0.300,0.300,
14,0.980,Cw and Dg,23-5,19,11,30,60,0.633,0.317,
14,0.980,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
14,0.980,Red Wind Blackbird,23-5,0,2,2,4,0.000,0.000,
14,0.980,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
14,0.980,Tree Swallow,23-5,0,2,2,4,0.000,0.000,
14,0.980,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
14,0.980,Turkey Vulture,23-5,0,3,2,5,0.000,0.000,
14,0.980,Dg,16-23,7,23,0,30,0.233,0.233,
14,0.980,Dg,23-5,27,3,30,60,0.900,0.450,
14,0.980,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
14,0.980,Western Kingbird,23-5,0,2,2,4,0.000,0.000,
14,0.980,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
14,0.980,White Crowned Sparrow,23-5,0,15,15,30,0.000,0.000,
14,0.980,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
14,0.980,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
14,0.980,cougar,16-23,0,1,0,1,0.000,0.000,
14,0.980,cougar,23-5,0,0,2,2,NaN,0.000,
14,0.980,Ocean Water,16-23,0,0,0,0,NaN,NaN,
14,0.980,Ocean Water,23-5,0,10,0,10,0.000,0.000,
14,0.980,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
14,0.980,Red Tailed Hawk,23-5,0,3,2,5,0.000,0.000,
14,0.980,Dog,16-23,52,84,2,138,0.382,0.377,
14,0.980,Dog,23-5,87,102,138,327,0.460,0.266,
14,0.980,Human,16-23,1676,195,5,1876,0.896,0.893,
14,0.980,Human,23-5,2142,171,1485,3798,0.926,0.564,
14,0.980,Wild Turkey,16-23,1,45,0,46,0.022,0.022,
14,0.980,Wild Turkey,23-5,4,35,39,78,0.103,0.051,
14,0.980,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
14,0.980,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
14,0.980,Seagull,16-23,0,0,0,0,NaN,NaN,
14,0.980,Seagull,23-5,5,62,0,67,0.075,0.075,
14,0.980,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
14,0.980,Surf Scoter,23-5,2,0,0,2,1.000,1.000,
14,0.980,Pigeon,16-23,21,213,6,240,0.090,0.088,
14,0.980,Pigeon,23-5,65,221,197,483,0.227,0.135,
14,0.980,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
14,0.980,Pacific Ocean Water,23-5,0,45,50,95,0.000,0.000,
14,0.980,Cat,16-23,16,37,0,53,0.302,0.302,
14,0.980,Cat,23-5,17,46,38,101,0.270,0.168,
14,0.980,Horse,16-23,5,41,0,46,0.109,0.109,
14,0.980,Horse,23-5,20,67,44,131,0.230,0.153,
14,0.980,orangutan,16-23,0,1,0,1,0.000,0.000,
14,0.980,orangutan,23-5,0,1,1,2,0.000,0.000,
14,0.980,Bat,16-23,36,1,0,37,0.973,0.973,
14,0.980,Bat,23-5,37,1,37,75,0.974,0.493,
14,0.980,Deer,16-23,11,10,0,21,0.524,0.524,
14,0.980,Deer,23-5,16,5,22,43,0.762,0.372,
14,0.980,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
14,0.980,Great Horned Owl,23-5,0,7,3,10,0.000,0.000,
14,0.980,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
14,0.980,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
14,0.980,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
14,0.980,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
14,0.980,Human UTI,16-23,76,63,0,139,0.547,0.547,
14,0.980,Human UTI,23-5,97,41,141,279,0.703,0.348,
14,0.980,unknown,16-23,0,11,0,11,0.000,0.000,
14,0.980,unknown,23-5,0,11,11,22,0.000,0.000,
14,0.980,SLO Creek Water,16-23,0,846,30,876,0.000,0.000,
14,0.980,SLO Creek Water,23-5,0,1318,813,2131,0.000,0.000,
14,0.980,Pig/Swine,16-23,4,22,0,26,0.154,0.154,
14,0.980,Pig/Swine,23-5,7,16,26,49,0.304,0.143,
14,0.980,Klebsiella,16-23,0,0,0,0,NaN,NaN,
14,0.980,Klebsiella,23-5,0,0,0,0,NaN,NaN,
14,0.980,Hu Cw and Dg,16-23,20,10,0,30,0.667,0.667,
14,0.980,Hu Cw and Dg,23-5,14,16,30,60,0.467,0.233,
14,0.980,Ground Squirrel,16-23,77,93,4,174,0.453,0.443,
14,0.980,Ground Squirrel,23-5,80,97,141,318,0.452,0.252,
14,0.980,Opossum,16-23,0,6,0,6,0.000,0.000,
14,0.980,Opossum,23-5,0,6,6,12,0.000,0.000,
14,0.980,Cow,16-23,1530,248,11,1789,0.861,0.855,
14,0.980,Cow,23-5,1490,273,1727,3490,0.845,0.427,
14,0.980,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
14,0.980,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
14,0.980,OVERALL,16-23,3676,2600,72,6348,0.586,0.579,
14,0.980,OVERALL,23-5,4263,3248,5725,13236,0.568,0.322,
14,0.990,Chicken,16-23,2,35,3,40,0.054,0.050,
14,0.990,Chicken,23-5,7,35,40,82,0.167,0.085,
14,0.990,Sea Lion,16-23,0,2,0,2,0.000,0.000,
14,0.990,Sea Lion,23-5,2,2,2,6,0.500,0.333,
14,0.990,Hu and Cw,16-23,20,9,1,30,0.690,0.667,
14,0.990,Hu and Cw,23-5,14,16,30,60,0.467,0.233,
14,0.990,Sheep,16-23,47,55,2,104,0.461,0.452,
14,0.990,Sheep,23-5,54,41,97,192,0.568,0.281,
14,0.990,Hu and Dg,16-23,22,10,0,32,0.688,0.688,
14,0.990,Hu and Dg,23-5,19,11,30,60,0.633,0.317,
14,0.990,Common Loon,16-23,0,2,0,2,0.000,0.000,
14,0.990,Common Loon,23-5,0,2,2,4,0.000,0.000,
14,0.990,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
14,0.990,Red-Winged Blackbird,23-5,0,2,2,4,0.000,0.000,
14,0.990,Cw,16-23,16,13,1,30,0.552,0.533,
14,0.990,Cw,23-5,22,8,30,60,0.733,0.367,
14,0.990,Cliff Sparrow,16-23,0,28,0,28,0.000,0.000,
14,0.990,Cliff Sparrow,23-5,0,28,28,56,0.000,0.000,
14,0.990,Pig,16-23,4,33,0,37,0.108,0.108,
14,0.990,Pig,23-5,8,25,35,68,0.242,0.118,
14,0.990,Barn Owl,16-23,0,0,0,0,NaN,NaN,
14,0.990,Barn Owl,23-5,0,2,0,2,0.000,0.000,
14,0.990,Wild Pig,16-23,1,15,1,17,0.063,0.059,
14,0.990,Wild Pig,23-5,0,9,9,18,0.000,0.000,
14,0.990,Pennington Creek Water,16-23,0,312,33,345,0.000,0.000,
14,0.990,Pennington Creek Water,23-5,0,391,391,782,0.000,0.000,
14,0.990,Guinni,16-23,0,0,0,0,NaN,NaN,
14,0.990,Guinni,23-5,0,2,0,2,0.000,0.000,
14,0.990,Racoon,16-23,0,2,0,2,0.000,0.000,
14,0.990,Racoon,23-5,0,3,2,5,0.000,0.000,
14,0.990,Hu,16-23,23,6,0,29,0.793,0.793,
14,0.990,Hu,23-5,19,12,29,60,0.613,0.317,
14,0.990,Cw and Dg,16-23,9,21,0,30,0.300,0.300,
14,0.990,Cw and Dg,23-5,19,11,30,60,0.633,0.317,
14,0.990,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
14,0.990,Red Wind Blackbird,23-5,0,2,2,4,0.000,0.000,
14,0.990,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
14,0.990,Tree Swallow,23-5,0,2,2,4,0.000,0.000,
14,0.990,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
14,0.990,Turkey Vulture,23-5,0,3,2,5,0.000,0.000,
14,0.990,Dg,16-23,7,23,0,30,0.233,0.233,
14,0.990,Dg,23-5,27,3,30,60,0.900,0.450,
14,0.990,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
14,0.990,Western Kingbird,23-5,0,2,2,4,0.000,0.000,
14,0.990,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
14,0.990,White Crowned Sparrow,23-5,0,15,15,30,0.000,0.000,
14,0.990,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
14,0.990,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
14,0.990,cougar,16-23,0,1,0,1,0.000,0.000,
14,0.990,cougar,23-5,0,0,2,2,NaN,0.000,
14,0.990,Ocean Water,16-23,0,0,0,0,NaN,NaN,
14,0.990,Ocean Water,23-5,0,10,0,10,0.000,0.000,
14,0.990,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
14,0.990,Red Tailed Hawk,23-5,0,3,2,5,0.000,0.000,
14,0.990,Dog,16-23,55,79,4,138,0.410,0.399,
14,0.990,Dog,23-5,90,96,141,327,0.484,0.275,
14,0.990,Human,16-23,1655,187,34,1876,0.898,0.882,
14,0.990,Human,23-5,2126,168,1504,3798,0.927,0.560,
14,0.990,Wild Turkey,16-23,3,43,0,46,0.065,0.065,
14,0.990,Wild Turkey,23-5,4,31,43,78,0.114,0.051,
14,0.990,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
14,0.990,Clark Grebe,23-5,2,0,0,2,1.000,1.000,
14,0.990,Seagull,16-23,0,0,0,0,NaN,NaN,
14,0.990,Seagull,23-5,11,54,2,67,0.169,0.164,
14,0.990,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
14,0.990,Surf Scoter,23-5,2,0,0,2,1.000,1.000,
14,0.990,Pigeon,16-23,31,194,15,240,0.138,0.129,
14,0.990,Pigeon,23-5,72,207,204,483,0.258,0.149,
14,0.990,Pacific Ocean Water,16-23,0,41,5,46,0.000,0.000,
14,0.990,Pacific Ocean Water,23-5,0,38,57,95,0.000,0.000,
14,0.990,Cat,16-23,17,35,1,53,0.327,0.321,
14,0.990,Cat,23-5,17,45,39,101,0.274,0.168,
14,0.990,Horse,16-23,8,36,2,46,0.182,0.174,
14,0.990,Horse,23-5,20,66,45,131,0.233,0.153,
14,0.990,orangutan,16-23,0,1,0,1,0.000,0.000,
14,0.990,orangutan,23-5,0,1,1,2,0.000,0.000,
14,0.990,Bat,16-23,36,1,0,37,0.973,0.973,
14,0.990,Bat,23-5,37,1,37,75,0.974,0.493,
14,0.990,Deer,16-23,11,9,1,21,0.550,0.524,
14,0.990,Deer,23-5,16,4,23,43,0.800,0.372,
14,0.990,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
14,0.990,Great Horned Owl,23-5,0,7,3,10,0.000,0.000,
14,0.990,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
14,0.990,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
14,0.990,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
14,0.990,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
14,0.990,Human UTI,16-23,79,60,0,139,0.568,0.568,
14,0.990,Human UTI,23-5,97,39,143,279,0.713,0.348,
14,0.990,unknown,16-23,0,11,0,11,0.000,0.000,
14,0.990,unknown,23-5,0,11,11,22,0.000,0.000,
14,0.990,SLO Creek Water,16-23,0,817,59,876,0.000,0.000,
14,0.990,SLO Creek Water,23-5,0,1235,896,2131,0.000,0.000,
14,0.990,Pig/Swine,16-23,4,21,1,26,0.160,0.154,
14,0.990,Pig/Swine,23-5,7,16,26,49,0.304,0.143,
14,0.990,Klebsiella,16-23,0,0,0,0,NaN,NaN,
14,0.990,Klebsiella,23-5,0,0,0,0,NaN,NaN,
14,0.990,Hu Cw and Dg,16-23,20,10,0,30,0.667,0.667,
14,0.990,Hu Cw and Dg,23-5,13,17,30,60,0.433,0.217,
14,0.990,Ground Squirrel,16-23,80,83,11,174,0.491,0.460,
14,0.990,Ground Squirrel,23-5,83,89,146,318,0.483,0.261,
14,0.990,Opossum,16-23,1,5,0,6,0.167,0.167,
14,0.990,Opossum,23-5,2,4,6,12,0.333,0.167,
14,0.990,Cow,16-23,1500,229,60,1789,0.868,0.838,
14,0.990,Cow,23-5,1459,275,1756,3490,0.841,0.418,
14,0.990,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
14,0.990,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
14,0.990,OVERALL,16-23,3651,2463,234,6348,0.597,0.575,
14,0.990,OVERALL,23-5,4249,3056,5931,13236,0.582,0.321,
14,1.000,Chicken,16-23,0,0,40,40,NaN,0.000,
14,1.000,Chicken,23-5,0,0,82,82,NaN,0.000,
14,1.000,Sea Lion,16-23,0,0,2,2,NaN,0.000,
14,1.000,Sea Lion,23-5,0,0,6,6,NaN,0.000,
14,1.000,Hu and Cw,16-23,0,0,30,30,NaN,0.000,
14,1.000,Hu and Cw,23-5,0,0,60,60,NaN,0.000,
14,1.000,Sheep,16-23,0,0,104,104,NaN,0.000,
14,1.000,Sheep,23-5,0,0,192,192,NaN,0.000,
14,1.000,Hu and Dg,16-23,0,0,32,32,NaN,0.000,
14,1.000,Hu and Dg,23-5,0,0,60,60,NaN,0.000,
14,1.000,Common Loon,16-23,0,0,2,2,NaN,0.000,
14,1.000,Common Loon,23-5,0,0,4,4,NaN,0.000,
14,1.000,Red-Winged Blackbird,16-23,0,0,2,2,NaN,0.000,
14,1.000,Red-Winged Blackbird,23-5,0,0,4,4,NaN,0.000,
14,1.000,Cw,16-23,0,0,30,30,NaN,0.000,
14,1.000,Cw,23-5,0,0,60,60,NaN,0.000,
14,1.000,Cliff Sparrow,16-23,0,0,28,28,NaN,0.000,
14,1.000,Cliff Sparrow,23-5,0,0,56,56,NaN,0.000,
14,1.000,Pig,16-23,0,0,37,37,NaN,0.000,
14,1.000,Pig,23-5,0,0,68,68,NaN,0.000,
14,1.000,Barn Owl,16-23,0,0,0,0,NaN,NaN,
14,1.000,Barn Owl,23-5,0,0,2,2,NaN,0.000,
14,1.000,Wild Pig,16-23,0,0,17,17,NaN,0.000,
14,1.000,Wild Pig,23-5,0,0,18,18,NaN,0.000,
14,1.000,Pennington Creek Water,16-23,0,0,345,345,NaN,0.000,
14,1.000,Pennington Creek Water,23-5,0,0,782,782,NaN,0.000,
14,1.000,Guinni,16-23,0,0,0,0,NaN,NaN,
14,1.000,Guinni,23-5,0,0,2,2,NaN,0.000,
14,1.000,Racoon,16-23,0,0,2,2,NaN,0.000,
14,1.000,Racoon,23-5,0,0,5,5,NaN,0.000,
14,1.000,Hu,16-23,0,0,29,29,NaN,0.000,
14,1.000,Hu,23-5,0,0,60,60,NaN,0.000,
